Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,0.011594764358639154,0.010763562669373672,0.014923035395837558,4143.069824,0.011752855879832436,0.1352981550787941
2014-01-03,0.010677345554433337,0.010124206084645149,0.014374340896142257,4131.910156,0.010855189103765595,0.12594473299677272
2014-01-06,0.009755083751034899,0.009070852045460043,0.01267043810916818,4113.680176,0.0093887971488828,0.20793598661624157
2014-01-07,0.00907840435134849,0.010541403438888763,0.014496451663359333,4153.180176,0.01256611726760315,0.20601915130871212
2014-01-08,0.011134844206738104,0.011625897979889666,0.015984257967803506,4165.609863,0.013565942446704338,0.2148035538808376
2014-01-09,0.013115320690353593,0.012504232789340541,0.015799503071319,4156.189941,0.012808218201454336,0.19770019096242308
2014-01-10,0.012307453106636057,0.011860076394891339,0.01576012010975336,4174.669922,0.014294719857780191,0.1882995691053873
2014-01-13,0.012185091550188099,0.012242894266860926,0.01220772715275864,4113.299805,0.009358200682278273,0.21179063490908473
2014-01-14,0.009160811964318838,0.012592113151107254,0.014442633541819572,4183.02002,0.01496638908230391,0.17402294826839104
2014-01-15,0.014514257496793748,0.015385317814956778,0.020079736031241913,4214.879883,0.01752914816305262,0.18289781707596087
2014-01-16,0.0155588808566402,0.015424458106199745,0.020736890690052356,4218.689941,0.01783562345259415,0.17030858819572964
2014-01-17,0.015417303836245788,0.015261458060982336,0.019383237694694022,4197.580078,0.016137578075041514,0.1892566756542905
2014-01-21,0.0166299057928308,0.016115793661990563,0.01985398994628873,4225.759766,0.018404309457868473,0.17400328169546836
2014-01-22,0.017557752546609406,0.017603866462784556,0.022452835938560234,4243.0,0.019791087744948088,0.17306977503407234
2014-01-23,0.016740277270911708,0.015836855570803055,0.01978248076647038,4218.879883,0.017850902099125543,0.19471218298303888
2014-01-24,0.014389513553958955,0.013718206469258587,0.01463221319934821,4128.169922,0.010554330350932117,0.2337162415081377
2014-01-27,0.0093703849397343,0.008805533128642573,0.008563702136068496,4083.610107,0.006970006384198979,0.2217602762760164
2014-01-28,0.004222470044477067,0.0058764886069732625,0.009773552300252786,4097.959961,0.008124286885841991,0.18149624597900532
2014-01-29,0.0036425707225148374,0.005193972335912178,0.007931475677102728,4051.429932,0.0043814818917574105,0.19993955806588437
2014-01-30,0.006698036414071962,0.008755973642736115,0.011900822285563939,4123.129883,0.010148917254379275,0.19162190882445684
2014-01-31,0.004284041434885699,0.007883258138308369,0.00976713883371716,4103.879883,0.008600476437028215,0.20894947067418979
2014-02-03,0.0071979496226600714,0.006974563241672893,0.0035283081142621353,3996.959961,0.0,0.2504406951215755
2014-02-04,0.0003495291572083725,0.0014321525160652104,0.00470361976000655,4031.52002,0.0027799587535408676,0.19227090573090494
